Country,ISO,Series Name,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Cambodia,KHM,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,314757155.8,546927622.8,786289581.4,648942921.3,883243288.8,857094571.4,1282002874,1670392082,1949455348,2203305311,2447268720,3134870557,3648692411,4348703597,4789954495,5539832491,4993292736,6019973787,7156814414,8189162724,9337458477,10390707346,11140147277,12100140954,12736811721,14543041779,16476384931,14618134239
Cameroon,CMR,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,402.8882489,401.1715161,399.2289922,399.1780921,407.4078349,401.9331981,417.9519905,419.3209008,422.3976638,423.9982119,431.7205739,437.854683,439.4994721,439.7769426,442.6376598,435.1687046,429.4289529,429.298276,431.4829578,422.8194938,414.3358429,406.7248615,408.8831461,411.3392071,407.1698173,406.1527705,406.8363333,407.7811039,400.3710017,406.7088292,400.7898218,399.531105,404.7985256,406.3219865,397.8109002,368.9173705,338.474117,332.1718323,349.3706544,342.496395,321.1589546,322.2788435,329.5873137,335.2015816,..,..,..,..,..,..
Cameroon,CMR,Imports of goods and services (constant 2015 US$),336400779.4,330063966.3,329237468.4,295624973.3,308298490,342334625.3,348393621.5,323986109.2,375591748,373935638,411190763.2,499225295.2,494809619.2,449551167.2,450930053.7,475215374.7,526270182.2,581463411.9,631960126.3,703831179.4,697839419.7,1047051952,957972594.7,974569016.9,1233621985,1320915182,1544149854,1507090163,1199643818,1005301483,1106836988,1144469474,922442369.8,1246272585,1854180803,1964342843,2582728962,3164056922,2954127538,2943311101,3648083720,4067225076,4012211210,3447084542,3757192360,3930838476,4078588307,4682524517,5184910122,4836992122,5528818184,5953870186,6136523022,6870597369,7916593451,7907933380,7989445380,7893057568,8561597821,9533868543,7893431472
Cameroon,CMR,Exports of goods and services (constant 2015 US$),770199937.5,737387521.4,715910187.4,632983849.8,676535288.1,701939993.5,699560490.5,703338123.3,733788098.9,814389652.4,887232601.4,871705146.4,915292911,939173908.9,1067542622,957680803.1,1111725242,979177299.5,1290255779,1529904767,1999307209,2547091723,2144719879,2564680970,3700169338,4029940724,3471744041,3053989102,3194465167,3934694293,3548050077,3402579929,3582916690,2911689273,3228747601,3726069931,4364969256,4659125390,4329442554,4164162531,4573974189,4862568838,4849767034,4276856086,4659222796,4371293003,4793356900,5478461821,5301485059,4665757095,5280906065,5549991472,5618031186,5800946613,6452925761,6760653982,6947032109,6837900905,6983504652,7767260222,6589653375
Canada,CAN,Energy use (kg of oil equivalent per capita),4251.435911,4307.820754,4451.560116,4694.12007,4903.607607,5153.932412,5272.664705,5557.29174,5871.520391,6091.10001,6476.388529,6436.226256,6863.444335,7084.623683,7089.999991,7170.412528,7293.698609,7431.439886,7561.744939,7862.206395,7828.837983,7555.244931,7173.555164,7076.523318,7368.74044,7468.096343,7521.886893,7671.1996,7885.2444,7963.297905,7630.092306,7517.330304,7601.685177,7770.546448,7957.245633,7979.898446,8053.454858,8056.243628,7948.397278,8107.515156,8265.079925,8056.349425,7993.879384,8341.343144,8455.547014,8422.034308,8239.946371,8213.389543,8194.880771,7797.121136,7788.560786,7911.554588,7733.411655,7743.725742,7897.855615,7631.34157,..,..,..,..,..
Canada,CAN,Imports of goods and services (constant 2015 US$),..,32674788156,33410753321,34000557151,38289101541,43404746972,49174679178,51870065545,57150787280,64769229966,63771893823,67989937453,77725139447,88927973009,97893678900,95045253581,1.0087E+11,1.00502E+11,1.03661E+11,1.11089E+11,1.07676E+11,1.09854E+11,92412845607,1.01751E+11,1.19439E+11,1.29306E+11,1.37803E+11,1.45245E+11,1.6489E+11,1.7447E+11,1.77855E+11,1.82322E+11,1.91672E+11,2.06015E+11,2.23107E+11,2.3601E+11,2.48664E+11,2.84371E+11,2.99437E+11,3.23557E+11,3.51018E+11,3.33795E+11,3.4001E+11,3.54403E+11,3.84549E+11,4.12811E+11,4.34775E+11,4.59882E+11,4.63999E+11,4.06488E+11,4.62536E+11,4.88411E+11,5.06524E+11,5.17046E+11,5.30132E+11,5.34115E+11,5.34386E+11,5.59114E+11,5.77863E+11,5.79926E+11,5.16956E+11
Canada,CAN,Exports of goods and services (constant 2015 US$),..,36115119298,37789172469,41117444144,46701323983,48804601209,55212813369,61138644348,68655222625,74139928654,80940869323,84880050858,92210976053,1.01513E+11,96933233756,88891431326,95797099353,1.01943E+11,1.12103E+11,1.16331E+11,1.17575E+11,1.19588E+11,1.17938E+11,1.24759E+11,1.47991E+11,1.54627E+11,1.61584E+11,1.66743E+11,1.81928E+11,1.8349E+11,1.91831E+11,1.94943E+11,2.09435E+11,2.32044E+11,2.61782E+11,2.84992E+11,3.01303E+11,3.27204E+11,3.58344E+11,3.97148E+11,4.32993E+11,4.20434E+11,4.25602E+11,4.18328E+11,4.41464E+11,4.51494E+11,4.55473E+11,4.60654E+11,4.39723E+11,3.82712E+11,4.08268E+11,4.27978E+11,4.40024E+11,4.50852E+11,4.79358E+11,4.95747E+11,5.02721E+11,5.09986E+11,5.28771E+11,5.35553E+11,4.88999E+11
Cayman Islands,CYM,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,501554355.1,557165331.9,542489309,569065192.3,348837121.4,554445768.1,611811302.1,643823483.1,747384813,914214913.4,989280988.1,748569945.2
Central African Republic,CAF,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,139105013.6,198301655.3,288346429.4,307810337.1,231409393.8,263149964.5,289437776.7,265619088.1,326539607.7,374458109.6,366401336.6,153856733.8
Chad,TCD,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3160504208,3220278836,3933665530,4584924315,4482120939,4981308569,4692392689,5119865460,4003726584,3587334182,3540698888,3590268753,3733879427,3801089249
Chad,TCD,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2437493325,2409296731,2080151099,2530273045,2718163662,2790224296,2407963556,2542809557,3285310490,3157146751,3198189629,3345306409,3546024673,3585031005
Channel Islands,CHI,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,875.4093952,874.7677454,828.0371372,809.2251815,720.5471705,751.3022368,766.8011532,782.2294104,815.0660376,830.028154,831.3793276,751.8431895,766.6632096,795.2313341,781.7970084,804.4915917,817.410017,910.4961257,1004.110192,1055.349092,1061.48776,1129.087208,1138.481258,1204.921227,1275.428305,1392.713024,1538.52778,1572.719869,1650.611256,1640.410693,1591.72562,1630.124825,1629.900132,1717.859388,1752.728483,1805.220787,1852.504576,1815.208171,1748.328693,1807.916188,1950.237455,2138.297894,2202.114719,2032.933612,2005.550728,..,..,..,..,..
Chile,CHL,Imports of goods and services (constant 2015 US$),2770011925,3096686442,2862504196,2935696431,3247601139,3179041854,4328449092,3931308678,4287577551,4890657967,4939548563,5357847727,5527522942,5231387921,5409833670,3329245475,3468656254,4700601432,5520101626,6778402286,8058603528,9333733092,6059104267,4945652657,5583219950,5037149010,5435781041,6447368376,7272198590,9093042356,9621237840,10290147018,12534206767,14311730992,15759939976,19696936942,22027666311,24943731483,26639389445,24050114342,26535744844,27936879031,28449126279,30066187218,35879051345,42504101768,47523572856,54080335597,60318777621,50296625995,63201572634,72796234851,76569013430,78081483763,72992518885,72190111947,72819286850,76142955314,82306888464,80336434948,70135022475
Chile,CHL,Exports of goods and services (constant 2015 US$),2676624886,2808972642,2882266704,3034141002,3314151551,3286161581,3417937371,3529724154,3601437028,3729842706,3807167932,3838238047,3258847451,3350025358,4888316243,5003358244,6221235641,6961154678,7739542644,8835795417,10101064418,9200986504,9633205339,9636036691,9854029200,11068111765,12185308502,13006630985,14509638512,16847285411,18299046805,20574237864,23439574137,24267977726,27089761525,30065197964,33608372451,37386079236,39358432516,41984192480,44207872590,47276893542,48415052864,51590512602,59014982352,60658121436,63744043254,68327700365,67897497416,65020045709,66489805286,70117583508,70366027593,72664687948,72899938164,71654519081,72015241757,70922343039,74657481765,72710615498,71970237686
China,CHN,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,464.933157,477.1687087,483.7173753,486.1679858,527.4883375,537.1747315,577.2110106,617.1549011,619.0436623,609.4551957,597.1467101,606.8304373,621.9107172,651.0749586,657.7597361,671.2095033,694.42236,720.3414958,724.1161051,766.9953294,736.8518014,752.6286625,788.1287236,816.16289,866.8343743,881.6537374,871.7563238,869.3586073,878.5245355,898.9873131,928.8114337,984.8107146,1118.431773,1268.132904,1393.691324,1515.173678,1630.171029,1672.90412,1778.433519,1954.722556,2085.083022,2149.602569,2204.243299,2224.354898,..,..,..,..,..,..
China,CHN,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.00326E+12,..,..,..,..,..
China,CHN,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.36209E+12,..,..,..,..,..
Colombia,COL,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,629.5103482,615.7443083,605.7013065,627.4695083,641.3964687,652.2330328,656.8022055,639.6327317,610.8350794,658.2040012,652.2543799,656.3563632,663.3606814,671.2175384,667.4082509,711.8534614,721.2558499,728.4017702,719.9446094,731.7439622,725.3541704,727.6019906,746.6088434,758.5347657,757.7595097,762.5262677,727.1629003,748.7950454,658.7367551,651.3635831,638.598671,616.6066097,620.3289799,617.8999677,635.0563175,658.9185258,646.7975362,669.2489829,686.1075296,689.9796936,684.402386,684.6351032,723.8148163,724.0702793,..,..,..,..,..,..
Colombia,COL,Imports of goods and services (constant 2015 US$),2010592348,2094129026,2167121730,2163606997,2698216687,2211495205,3081430079,2446845858,3026674087,3405576316,4125721589,4956765075,4305392097,4464885291,4911327613,4371391937,4910480474,5389268108,6505874494,6556779854,7786363795,8167576404,8818333281,8018171866,7700725730,7191210050,7483242012,7883091681,8399538500,8162416556,8802776726,9103819168,12868043386,17638206815,21915797346,23507094766,24045567143,25534802571,24535604635,18480060345,19579702261,21290996262,21361054451,23106261971,25479762047,28705842037,33781554844,38463012744,43275402662,39533081105,43814448687,52677707482,57616288147,62527515327,67379658978,66651326832,64291268085,64946292890,68716697359,73763233115,61003205749
Colombia,COL,Exports of goods and services (constant 2015 US$),3055853054,2852100834,3083122833,3008688088,3183884029,3387983722,3363150526,3549583445,3865424907,4480736317,4233967930,4427390933,4953578763,5327824223,5149761010,5893469241,5705472750,5448771084,6820207323,7389899232,7767271835,6848167662,6741476894,6681325375,7369848726,8427558922,10172504822,10964775747,10992276212,11916163075,14012636659,15688417510,16564753402,17595055108,17602597042,18229397044,19979969328,20609617703,22129675181,23440616269,24881381602,25580766603,24972605733,26810663363,29440416126,32140345702,35199559543,37388932539,38150453581,36164225806,36910064183,41434330718,43287802909,45312325565,45181393546,45930514341,45834594785,47012253523,47314236005,48767253166,39836826006
Comoros,COM,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.35973414,..,..,..,..,..,..,..,..,..,..,..,..,..,56.92949115,60.4945841,67.04691848,63.90035285,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92403257.34,95974572.7,102101225.8,107023556,111422503.7,113963353.4,116091292.3,117992854.7,121163936.4,117310103.2,123282820.3,116630973.7,126580673,130385608.7,123505574.7,127964285.9,126311411.6,131402184,133087638.4,135648409.1,150363659.3,153871534.8,157448717.7,160761601.8,163847584.1,168496596.3,172956539,159568944.1,179515062.2,204826686,198681885.3,210404116.5,243437562.9,250984127.3,264537270.3,267288335.3,280813100.7,311088822.9,348767129.8,350005491.7,327933118.4
Comoros,COM,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30780905.21,31970563.7,34011443.34,35651145.05,37116500.26,37962895.22,38671743.46,39305182.31,40361517,39077747.6,41067348.86,38851519.43,42165912.71,43433393.82,41141551.67,42626815.05,42076217.87,43772030.13,44333480.29,45186511.18,50088380.67,51256906.52,52448519.56,53552090.72,54580077.59,56128732.97,57614406.53,57148389.9,56576906,67269941.32,77158622.64,80244967.41,78961048,87488841.26,93613060.1,97918670.09,106407549.3,118956309.4,141840961.5,154671655.8,106045012.9
"Congo, Dem. Rep.",COD,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,324.7866594,324.3879655,326.9067103,326.9015117,326.1868981,322.0057155,322.6727709,322.270287,327.0880802,321.1842829,328.4253679,320.8686721,333.5033924,341.8474314,333.0870471,330.851965,335.0687891,337.6519829,335.6960172,340.8739501,328.9665548,322.1899808,316.0913066,305.9066718,308.7279973,310.4030174,308.1480627,308.4933974,302.5419312,295.2242005,296.8031202,298.2286537,300.003016,302.3030508,304.1560662,305.6769051,306.6367054,307.6549802,306.5489632,307.4199583,315.7665691,378.9170558,385.1692217,389.3319336,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Imports of goods and services (constant 2015 US$),312546244.1,357272258.1,320887874,324286553,407445842.5,418666326.1,494328271.5,385498698.1,496715967.3,573399654.1,681218945.2,812491608.9,920306412.5,1078795194,973706609.8,895822123.4,741926189.5,1047676418,797649615.1,809090745.9,1021926341,1061192283,885025906.6,1145514048,1702129114,1840962367,1806634968,2227248937,2539153413,2541842370,1918929631,1787176808,1103317306,716125548.7,535077523.5,730915856,690715558.2,532618428.7,888720618.6,1416734220,1605018009,1236186095,1743230112,3666482154,3590052725,4434829867,3913863178,5090527672,4738735912,4738735912,7064385740,9152883391,11630132047,12562530362,13650478983,12767278318,12293499052,13491283908,14130930016,17686273472,19816457305
"Congo, Dem. Rep.",COD,Exports of goods and services (constant 2015 US$),1039999280,938544671.7,846246446.2,723342230.9,861377026,751636467.1,761066957.4,723067386.4,1041443366,1046867013,1186039221,1321814491,1410408552,1543584443,1424112312,1335227246,1251490184,1247786020,1560807048,1307345860,1589108105,1374987469,1234561533,1684553801,2836404038,3028903574,2847936078,3074770960,3131125572,2944192727,2915328218,2416382416,1407494574,1282414460,1186199101,1428183673,1648123909,1283687237,1593730384,2382436632,2296046940,1848442121,3372923347,3870262035,3976291880,4493144548,4072278246,5160798222,5402581618,3874701694,5376222518,6721231135,7488727584,8277037318,10047237533,10458963519,10367384423,11128789908,12714039248,12897469117,13928804842
"Congo, Rep.",COG,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,372.2991073,374.4928938,367.6309787,363.9604438,359.9005114,382.8626969,353.7850674,356.9502887,346.4219843,348.5926346,349.002993,359.4146661,391.0687911,367.7266932,372.1540295,356.1179705,352.1044121,333.4531352,336.8708085,334.0584876,339.3609081,326.1369227,319.2040252,267.7168076,297.1750657,272.1684678,253.0447814,246.0263764,235.2805658,226.9832642,247.2850559,242.1356366,277.653537,286.1379167,299.9860604,378.7735208,325.0531523,336.0903326,371.3699522,392.3670567,508.037149,567.3612483,567.8609107,554.8094613,..,..,..,..,..,..
"Congo, Rep.",COG,Imports of goods and services (constant 2015 US$),691056566.2,768675236.2,633468535.9,598414899.7,620949361.1,608430230.1,646723365.9,763728977.6,847760691,941364459.6,1044540036,1048793263,1053054685,1057307912,1061561139,1114746960,1066879721,1000926024,992419570.5,793511071,1121130898,1656160596,2409342310,1893874176,1834050371,1839786900,1438229848,1097316106,1106330652,1080926008,1134972308,1784098122,1033421291,1934573244,3376034902,2890972972,3008586790,3155145613,3142766611,3330500287,3479020663,3697910838,3871449107,4029241243,3941792670,4634807988,4687067921,7246116110,6454166169,6594178244,7132601366,6913329381,6891331620,6607916985,7661400572,9504277204,8646032395,5662714584,5949841897,6141734657,5502994253
"Congo, Rep.",COG,Exports of goods and services (constant 2015 US$),198841621.3,213754745,371171031.9,442422613,485504965.4,488818998.7,441777343.5,486774088.5,627897135.1,809925537,1049222063,1086035680,1124895949,1163756046,1204661051,1206706136,1243522019,1378507371,1511448685,1578940664,1922546969,2100487293,2292461316,2688194182,2951434988,2759670162,2663787750,2674247649,3022910968,3254772168,3482606220,3273948043,3297210254,3559508396,3465594627,3999857493,4166067253,4662590567,5080787821,5192671186,5129803637,4838541066,4900352500,4777566543,4673382273,5136761537,5344954411,4434597761,4633203706,5372822400,5524339950,5847931892,5355304775,4986919586,5319605654,5078447103,5325913166,6094500221,6787061624,7287589244,6617854722
Costa Rica,CRI,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,426.1505616,443.8490461,471.2625507,449.7503234,475.1636197,467.0576973,529.6773965,558.1454183,561.344704,525.8314634,480.5543915,455.9848424,436.5215782,460.887239,461.8329467,471.4798888,489.4157629,488.4914615,529.8440449,537.7359882,555.8519251,699.249207,695.3543252,667.9520728,664.9352818,651.8003029,644.7114671,626.6892891,676.569737,725.218676,716.5840289,741.5922566,783.8896383,915.2338991,902.0481605,962.5548365,1023.572035,1027.499354,1008.884609,1015.014295,1004.728598,1009.457119,1021.261628,1023.010224,..,..,..,..,..,..
Costa Rica,CRI,Imports of goods and services (constant 2015 US$),606063481.2,600266829,603713487.1,672019982.5,753408111.9,969294237.6,1033762409,1090083935,1224738597,1378976544,1709307383,1835110401,1843022048,1965535074,2170689560,2011673292,2337147476,2923157674,3142490458,3234140228,3123142173,2300565901,1883833612,2181656199,2414462283,2559065253,3009089126,3538151133,3506034547,4086796425,4526950322,4391433995,5404143504,6171096822,6460293972,6676344779,6886080789,7918315067,9211228263,8927437173,8579508359,8580372663,9106323467,9520078942,9978139056,10671175233,11505256617,12665960224,13509350391,10978199566,13034026033,14424878112,15553620610,15815020817,16613090678,17360350890,18912093776,19860072545,20427267868,20437718658,18824066365
Costa Rica,CRI,Exports of goods and services (constant 2015 US$),412942154.1,408627189,455228811.4,587020172.1,526672304,538261067.2,655073335,703894082.3,920443684.8,1011427805,1157828404,1248072816,1464622418,1577859429,1710082287,1676363917,1767224752,1911344584,2101326331,2169810990,2075559825,2306348812,2180475118,2151873064,2394497384,2298890087,2382292197,2881348725,3093706647,3590975546,3874715319,4219665952,4939870954,5339744099,5550197932,6161740166,6547253020,7116566647,8145541465,8562472832,8754311609,8903311593,9141928969,9660370380,10663439652,11304514718,12213566959,13132385767,13417628975,12282262399,13427884592,14374295883,15174120871,15676616967,16454856914,16930124512,18524480369,19812843991,20781882423,21423871611,19392716360
Cote d'Ivoire,CIV,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,460.6947052,467.1920468,460.6820185,458.9167815,461.6112291,475.2636638,463.0170624,473.3100244,457.8719002,444.86866,424.0285767,404.0889489,377.8563883,369.3806877,372.7698079,398.0491242,392.0374179,384.7568307,384.1018955,364.3743627,361.57846,380.497826,380.4151379,376.6458703,362.9620756,394.7592673,390.4046839,377.9560056,438.1728373,412.6451109,387.47158,405.0570294,374.915403,517.4602611,524.0361866,504.3240934,531.0257286,521.9084191,467.4630482,494.9526965,554.066138,586.274506,612.5489225,612.6404515,..,..,..,..,..,..
Cote d'Ivoire,CIV,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7024906604,7836883535,8641986345,8494652747,8349329600,7744028783,7509518225,7127775737,8050449073,8699858330,8660470795,8692403862,8610273663,9901976742,11261783927,8981981391,11471841709,10343431863,10197533057,11618672296,11675005755,12955420199,14694966287,14875849040,16002086565
Cote d'Ivoire,CIV,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10959829085,11901116784,12294891050,13133787406,12214375111,11441280820,11846646977,10299798512,11571932852,12222461032,12921857822,11833391598,11167669414,13269901654,12068374726,12107729687,13374798092,11657748947,12327879818,12532872743,11679932924,12848505874,12837685722,15126723642,14098598524
Croatia,HRV,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1981.189224,1742.37229,1634.565011,1680.348913,1629.122722,1692.158925,1770.797506,1881.927355,1945.437415,1930.369364,1876.805775,2024.546927,2081.59828,2232.493431,2230.90322,2261.483778,2248.380076,2338.447693,2280.070678,2207.103023,2185.446988,2140.436133,2020.752383,1983.867947,1897.840665,..,..,..,..,..,..
Croatia,HRV,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9869828130,10863386064,14019834016,12510999855,12113176686,12976864333,14519182588,17158686292,19168320799,20164140699,21219351794,22971760128,24363095335,25299398491,20152785139,19540387510,20036499111,19563884057,20188823839,20900183561,22860507327,24341608056,26396014330,28376042270,30228704784,26522457634
Croatia,HRV,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9198025704,10738341089,11457321247,11432403327,11598022822,13185201805,14495036373,15193971986,16223565683,17407604005,18204098700,19650997646,20634444744,20198192662,17406458381,18761299531,19193485797,18913857792,19383100621,20816420609,22969269548,24588031045,26281470097,27255863621,29120831338,22502966489
Cuba,CUB,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,1182.629354,1118.906232,1175.11139,1225.656138,1241.533399,1288.926131,1388.2207,1459.089757,1485.859553,1486.536669,1487.642909,1501.463032,1575.742065,1533.960561,1514.574006,1496.601595,1544.624025,1605.118683,1743.500527,1642.750307,1349.568475,1175.52126,977.0463585,1002.355685,997.5267826,1084.171589,1108.790207,1034.7827,1072.115885,1144.785436,1114.664053,1035.41642,1027.570567,1002.436187,947.434935,945.9769132,901.3359296,958.2080587,1016.655011,1099.502727,1032.819507,1065.342603,1022.160344,1034.68543,..,..,..,..,..,..
Cuba,CUB,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,4387647657,4764826769,4994578510,5164585959,5213043186,5715122938,6025121865,6544284628,6965157520,7032031630,6763271167,8036372573,8709768125,9134958880,9860759258,10735386508,9758614665,9590368538,9891795544,10225927663,9662690782,6074731695,3324969029,3144584910,3747270332,4178506458,5192872397,5096084205,5166280996,5291914097,5280195852,5081999777,4710959596,5282336685,5967853982,7505648208,9039949495,8939781040,9598932287,8165588183,11078247966,11192050147,10956558505,11622470278,11445569858,12605000000,11263035666,11082754983,10857404130,10546419952,9744170913
Cuba,CUB,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,2078810656,2257228381,2366417716,2447944031,2471498804,2705114928,2852464940,3102955884,3307991646,3337848096,3175300326,3808780965,4161181624,4374776472,4667087011,4779471579,4852042902,4770555227,4795598505,4553539111,4390486270,4235652066,3985063861,2991783004,3264623106,3406044138,4244335736,4035903775,4268324069,4815577908,5493328279,5295664414,5094482261,5389058991,6415333188,9462597795,9587870201,10910640196,12173279435,12552828172,14284252747,15063607036,15129708220,15393046810,14955926074,14941000000,11992034251,11992034251,11709504995,11171100186,8875683245
