Country,ISO,Series Name,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Lebanon,LBN,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,659371695.5,639441256.8,719956357.8,1433411864,1674603804,1675348558,2495251515,3394942545,4313883058,4533891094,4778721213,4855180753,5670851119,6379707509,6832666742,8474408055,8872685571,8581999512,9581251587,10371242210,11368108783,12489539866,12815008369,10896861962,11271505973,10481182720,11553482873,11379997172,11828961528,11281855142,10949534622,4737144174
Lesotho,LSO,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.95845267,16.53211363,9.548060161,9.562510129,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,Imports of goods and services (constant 2015 US$),1161657.282,1418442.196,1748606.371,2090983.108,2249954.192,2555646.021,2800208.928,2934717.111,2959170.568,2971402.019,2934717.111,3668396.388,5258031.675,6969953.137,9660107.34,14062192.45,21765824.87,23110897.25,25678774.72,36928526.79,45243561.75,54512375.99,65539581.77,72579230.57,86288033.25,97976030.19,107781167.6,121785924.2,168214982.7,201821702.4,210814662,298607768.2,337382724.7,363726257.5,399459219,461984064.4,553967240.8,606339689,833459763.3,829179964.3,881760318.9,1015412243,1216562670,1249455970,1265230075,1286158390,1409086817,1623986727,1755664655,1798815647,1868445851,1920963018,2083464931,1926080553,1907351698,2048943874,2077820536,2081993548,2095582001,2064407149,..
Lesotho,LSO,Exports of goods and services (constant 2015 US$),442451.6958,488215.6378,656048.2518,762846.5297,869644.8077,930667.3336,671306.8358,778105.1137,808610.4717,976443.0856,915408.7496,1067982.78,1525681.249,1830817.499,2135953.749,2441101.809,3509072.779,3051374.309,6102736.808,8238702.367,10771343.87,11213783.76,10531800.64,10032908.71,11857632.23,13862376.33,15868655.73,14940503.94,31171055.02,39035213.47,38603945.89,47992392.01,63472154.62,84969893.31,100122505.7,106737574.3,159984517.2,175010088.9,222597502.5,211917710.1,284540338.4,499661973.2,698916499.5,671911864.6,685643031.3,648877189.7,790489013.6,894637199.1,967691590.9,895981974,900396098.1,1007256745,1004345639,921072566,828637079.7,981902044.8,1102556003,1124595587,1190506965,997296409,..
Liberia,LBR,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,704.6970076,944.2115037,1068.848596,1142.26998,1385.476588,1206.796898,1442.257381,1572.608122,1695.653536,2189.463643,2273.952671,2377.061483,2337.04846,2419.917784,2615.657674,2524.669172,2678.712914,2507.265456,2653.974938,2517.100803,2493.101494,2423.680942,2460.429506,2721.069211,2826.196311,2950.02495,2950.808791,2941.338223,2858.8944,2954.081763,2995.864786,3066.17096,3104.515843,3141.432565,3065.044498,3052.423918,2796.455639,2937.633897,3146.183225,3353.525609,2190.810697,2744.014518,3071.823238,2808.647353,..,..,..,..,..,..
Libya,LBY,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13492199692,14149659854,15765481302,15009922338,19845184039,21262787428,27131973844,27774513036,11815044180,26379832285,36309161244,33106881420,20680929626,12087042779,15396802426,19060248865,19327092349,19888067468
Libya,LBY,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28603554316,25780916389,27774689960,33694661317,37204518117,33163593062,31583226499,31504865229,9284410180,29533213472,22498342067,10205336865,11127570229,8122712817,18568129689,22659041051,19713365714,9352571369
Liechtenstein,LIE,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4344.17273,4601.700154,2978.411206,2472.217417,2220.420361,2401.120167,2610.041945,2490.347643,2633.261874,2259.656414,2037.619559,2384.742732,2574.353331,2709.24976,2779.195902,2662.800735,2666.013336,2927.241223,2975.911996,2770.832358,2275.760166,2412.480702,2468.998816,2356.645002,2387.275194,..,..,..,..,..,..
Lithuania,LTU,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4996173932,6470085973,8359059601,8896047554,7602511916,8103616013,9701442976,11654148017,12772598610,15129180300,18103477805,20692709543,22895986042,25373401667,18102968744,21146208058,24152655191,25401274733,26877441506,26428042102,28899884667,30067896126,33417647117,35429070590,37574814249,35928969132
Lithuania,LTU,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5083039370,6398119739,7929379404,8230149442,6679523252,7622415228,9457320742,11366713398,12398035705,13295651139,15933905846,17974602027,18548567376,20703469709,17872088767,20799846503,23825572543,26410058584,28330005120,27813640264,28486923652,29890523076,33932061125,36241460896,39839448759,40012367796
Luxembourg,LUX,Energy use (kg of oil equivalent per capita),10523.40669,10534.01821,10414.54092,10465.81302,11150.05034,10926.39517,10480.60618,10361.97257,11114.66726,11974.19259,12106.15294,11863.08959,12009.57011,12648.56042,13023.88959,10504.9812,10668.56744,10278.55755,11096.00367,10458.11286,9774.650556,8526.037374,8057.809999,7576.207121,8112.675479,8346.926421,8163.548751,7942.948078,8158.433525,8699.936356,8874.105015,9353.421189,9262.081979,9266.942575,8823.252466,7705.407158,7711.178707,7409.850995,7066.88486,7266.97253,7676.837039,7982.850348,8204.726845,8549.502912,9387.437104,9428.811286,9170.532565,8773.896703,8612.233705,7951.723944,8329.478275,8056.404301,7722.190204,7312.154005,6861.106667,6548.405559,..,..,..,..,..
Luxembourg,LUX,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,8448377185,9122148562,9364498507,10418634317,11028552283,10034699798,10150352172,10110073085,10816377827,11509682088,11957201624,11614691857,11580743323,11725426630,13356272729,14229057266,14473043085,15530437334,17153532165,18722655370,19658528062,21453299776,20789317023,21874852732,23342816847,24331437864,26232432667,30435185771,35727535987,40430895217,47254963143,50482493866,49730840492,51542767251,56230767016,59687653858,66546745003,68252739249,69741043649,63413130055,72451477531,77338981773,78700425570,83603009793,90488693033,95653470624,99242381884,99990198995,1.03213E+11,1.1029E+11,1.12039E+11
Luxembourg,LUX,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,10023876415,10411942208,10961833044,12484415371,13826068980,11659972836,11770250673,12268674156,12605823802,13824094841,13623983704,12966892692,12926238740,13610011681,16063683295,17476822912,17997828104,18595331177,20654320305,23254375426,24553648266,26808993232,27541161411,28851721224,31070521330,32490714612,34498320677,39146794411,45502536708,50968147554,59637862305,63464896856,63402446415,65167265562,71183441557,75437634287,85186014078,89554598174,89261179031,82795699013,91204698781,95206898231,96748224896,1.02859E+11,1.09561E+11,1.15192E+11,1.21308E+11,1.21032E+11,1.25368E+11,1.32629E+11,1.3429E+11
"Macao SAR, China",MAC,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1817260765,2052758654,2159243586,2136715560,2568810485,2905746043,3198241070,3430784464,3641292248,4039656686,4466335037,4542782600,4792929862,4755506256,4381885715,4331782400,4289803947,4682136291,4931668033,5161749348,5753263910,6358566117,7491615032,7979599158,9162382076,11407798439,10960931038,8568405434,9999242846,12198002805,13940908774,15611429609,17974287157,18015403882,16120464514,17379571891,18234282736,17479409209,14907767333
"Macao SAR, China",MAC,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3878659857,4288123262,4753680787,4551315924,5029299362,5904320292,6241713404,6672833400,7150106785,7120402937,7696965281,7887259256,8283586697,8759439978,8709026275,8558140194,8348083100,8289977166,9871499983,10428654235,11709588309,13065669569,16972139802,16800543866,18281002594,21692211453,23017642129,22933027581,32044535082,40293447565,44543819721,50396897916,48160233651,35365685661,34685337361,40515693888,44498021358,43509983794,15185530256
Madagascar,MDG,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Imports of goods and services (constant 2015 US$),1201182573,1475547290,1468853582,1646188576,1699722174,1743218339,1786714503,1672953666,1977433763,2074463486,1994161523,2007545742,1743218305,1776677177,1579270837,1686337887,1221257216,1335018053,1512349740,2087847705,1629633299,1129753811,1001884309,857592592.6,996793743.3,1114039321,970356108.9,902153040.9,881227909.7,787060847.9,1138175523,910369996.6,916072985.7,1043980948,1042771481,1073614687,1116601241,1201931063,1264263392,1339825105,1562972754,1747068173,1309912825,2054752817,2237071886,2080541599,2149710092,2802512921,3840166551,3155717829,2969806199,3044961986,2939907213,3261553729,3488938954,3717317472,3897268132,4819930858,5356775791,5600592791,4671652412
Madagascar,MDG,Exports of goods and services (constant 2015 US$),618643688.5,1078409773,1061558514,977309687,1059154435,1179509896,1218028158,1263762463,1403377049,1453927091,1367270418,1095261056,1080817644,1128959818,1196361142,1405784918,1078409774,1136183423,1256542658,1362454682,921236945.8,712551332.3,682014619.6,651743675.7,870617938.3,877475861.8,848421993.1,881752939.2,835426146.1,1162727198,1057392105,1080158736,1085717569,1144710300,1259722800,1303404369,1357922191,1307566406,1249476049,1442930322,1636188750,1793376568,970715133.2,1349766268,1481852446,1509003166,1770693464,2312470345,2604202257,1963738392,2075376753,2209148608,2099541592,2321723101,3235447376,3214678775,3183171012,4628202396,4741560855,5258969031,3332307491
Malawi,MWI,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,547.1736148,541.0164375,523.5764284,577.95342,593.4744971,628.5674162,617.9594667,774.5055507,884.6348468,861.9857931,896.5200374,887.8255212,1010.362409,1016.347887,996.7464423,1088.006808,1068.706435,1088.029176,1159.818314,1210.967229,1454.526502,1562.958028,1648.272527,1599.375458,1687.351435,1820.055355,2064.711246,1913.699956,1891.801187,2107.814729,2145.964495,2172.436326,2281.316262,2405.482678,2558.495233,2522.331579,2708.468974,2777.663925,2591.760177,2601.450055,2670.651408,2678.531091,2979.643471,3003.451045,..,..,..,..,..,..
Malaysia,MYS,Imports of goods and services (constant 2015 US$),3607029928,3772446276,4048536953,4085428314,3980704369,4245489657,4286546445,4363304441,4510274999,4582867869,5366513227,5353422716,5191576473,6056739700,8287481094,6870731699,7502050999,8686147307,9804194863,11807637763,14229382052,15024927520,17091442720,18630173397,19842234091,17890559471,16733239891,18151178755,21729634769,27314437336,34494181728,43189871207,45942775983,52850376443,66398920830,82134177468,86146870542,91164560415,74067697632,81891714838,1.01852E+11,93464854692,99246537319,1.03746E+11,1.24118E+11,1.35178E+11,1.46222E+11,1.55034E+11,1.5866E+11,1.3846E+11,1.59953E+11,1.70047E+11,1.74998E+11,1.78015E+11,1.85116E+11,1.86603E+11,1.89279E+11,2.0857E+11,2.11674E+11,2.06619E+11,1.89292E+11
Malaysia,MYS,Exports of goods and services (constant 2015 US$),4128120278,4356591152,4566023276,4833252793,4665299253,5052204401,5367711935,5655340890,6552226249,6904452571,7246479405,7359354790,7508268985,8573788026,9939174687,9641346298,11276683312,11745865107,12637310475,14907743269,15380324687,15252489828,16881026459,18963785440,21577604943,21674160978,24228822563,27755846152,30780806369,35457578938,41775817874,48364007144,54455837690,60741422353,74047878402,88090708975,96219679964,1.01503E+11,1.02001E+11,1.15428E+11,1.33972E+11,1.24822E+11,1.31596E+11,1.38352E+11,1.60569E+11,1.739E+11,1.8552E+11,1.93736E+11,1.96783E+11,1.75376E+11,1.93649E+11,2.01742E+11,1.98228E+11,1.98742E+11,2.08759E+11,2.09287E+11,2.12048E+11,2.30461E+11,2.34915E+11,2.32461E+11,2.11775E+11
Maldives,MDV,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,228.0747808,..,..,..,..,..,..,..,..,..,..,..,..,..,803.1741442,703.9961953,879.4188507,892.0792906,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2894897945,2924579124,3207276804,3470962964,3915506044,3905461244,2300634384
Maldives,MDV,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3573086174,3219988390,3507391568,3767921843,4162059408,4440282269,2159971708
Mali,MLI,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,385635633.2,363910389,391072914.4,325890202.9,358484176.7,403742198.2,389254837.2,537721017.3,510563751.3,458056777.6,445381636.9,659023500.1,702476330.2,771277099.5,748807603.1,730605042.5,843222319.7,932670549.9,1217209205,1089005481,1045924086,1062979371,1013779218,1086882323,1190863876,1240971712,1175737139,1055279686,1289502604,1241620001,1323012632,1527418198,1580171888,1588877700,1977269047,1868853652,2052116645,2029136865,2145825392,2374713685,2451279646,2883353440,2746949090,3479867305,3671728057,3477621180,4331991065,4620617512,5188953466,5751521832,4934805732,4337694239,4593618199,4460403271
Mali,MLI,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,276123923.4,257357440.7,292215556.7,289530300.2,393793913.6,354130137,322967882.3,354130137,359801905.6,416462150.3,515609329.1,492950530.6,546778179.4,685592926.1,539283414.9,482391224.6,548459797.1,596026320.3,636847484.3,589557415,585792557.5,629574032.3,699481697,700129679,792675422.5,859869950.4,895866766.2,957765115.9,1053713413,1058398740,1359890522,1352787158,1574875440,1653862980,2386729928,2856089075,2590482062,2442775294,2733500315,2996672447,2684646525,2703942380,2405043141,2399056141,2547036244,2770002915,2792873185,2854050125,3150871338,3086853660,3438754977,3435316222,3514328496,3531900138
Malta,MLT,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,695.9563925,873.0335593,844.4771674,775.4639134,687.9877195,778.1662273,822.8654266,950.3420572,907.525962,1005.122456,1129.51201,1255.8101,945.0902204,1245.235078,1023.899397,1678.113884,1750.653875,1871.376952,1983.2688,1961.642714,1846.50057,1807.05787,2289.021513,2056.3425,1879.094587,1836.669694,2047.422745,1792.827165,1943.425581,1731.708568,2001.335783,1851.91265,2071.498462,2066.583929,2181.143737,2055.686046,2156.555797,2043.526903,1887.203408,2012.315806,1993.328817,2090.393974,1803.210108,1781.504425,..,..,..,..,..,..
Malta,MLT,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7829544103,6946735049,7102847554,7418528570,7345938533,7911391989,9242646400,9975769111,11725215245,11598720071,12551842117,13027890602,13519396982,13350890824,13470847664,16066164873,16225792579,16964022710,17035603175,18376346244,17620965808
Malta,MLT,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7628874847,6929634528,7498393654,7408414956,7113168201,7411032287,9021554532,9952507933,11890336514,11840979585,12812541884,13488059359,14225339066,14360379230,14855875402,17149371352,17456220499,18929818751,18847198757,20054532966,18485066590
Marshall Islands,MHL,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,532.3445187,524.8203847,537.9718461,570.9595689,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141670700,145196600,133620500,139464700,151541900,158743200,173745100,161037700,162022400,181790600,170133900,168548700,169395800,188009400,192879000,265971700,182334300
Marshall Islands,MHL,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56718600,50147800,38453300,41956000,48681100,53433100,77118300,79405400,76218200,76448000,84797300,82374800,73031000,70183300,74144700,83964500,81213500
Mauritania,MRT,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,Imports of goods and services (constant 2015 US$),..,185149230.4,216474340.5,206796660,207306026.3,221313185,221899880.6,274099617.4,285143366.2,281867502.4,305778020.9,311045586.9,439725137.2,409836866.3,679783507.6,751293471.3,1147185579,1001299263,795588146.9,744086619.5,753551013.9,930595631.8,1108111795,1078301206,1018107366,1028246435,1166718313,1028303850,935429370.1,867025599.6,908719481.1,770244038.3,652870214.3,621345067.2,591342179.2,694038429.4,704997901.2,661657365.1,703508542.9,744584008.5,918062988.2,1006534897,952049164.9,1199013048,1803248972,2279282044,1840506089,2072438984,2320722240,2177472741,2584997996,2951993516,3859459461,3678631643,3128481534,2907774616,2822679505,3238986030,3662851850,4092779987,4173847286
Mauritania,MRT,Exports of goods and services (constant 2015 US$),..,116490721.7,120621603.6,227198224.5,524621335.9,556842184.5,594107818.8,631112609.2,652740087.3,668027693.5,697512663.9,708490990.7,904459588,835393982.8,914729498.4,667761637.8,727330752.3,689582677.8,745181718.5,848380255.2,893806495.5,1100079431,1009355205,1309551345,1223497680,1349594796,1380444650,1261965383,1344946485,1222456410,1088341089,1156907439,1115775146,1072294045,1125114348,1169741261,1157558654,966766134.7,888751451.8,897346314.3,946437113.1,997651665.1,924492691.1,726576049.5,919614770.3,919859247.9,1681805119,1588193473,1561369141,1597030435,1647732467,1648355006,1746426742,1767010832,1814974813,1862091588,1853818624,1985479996,1986441219,2366231666,2321239905
Mauritius,MUS,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,434.1956317,435.4247917,439.0213444,449.4215539,448.7556054,460.0207169,474.5343664,476.3175965,467.9372726,446.2966816,435.0214491,414.6018069,426.413934,431.8888859,433.200265,490.7376794,512.0115975,513.9675568,561.1618439,629.3820689,634.4217232,657.7868229,678.8414889,657.6237862,697.0039832,702.2343994,712.571977,750.4431581,775.3744468,851.2216556,886.763795,873.1958018,909.0631877,919.7979039,945.7237672,1006.501642,1007.574841,1027.174206,999.4869447,1053.452495,1053.50989,1067.780253,1094.72587,1111.422168,..,..,..,..,..,..
Mauritius,MUS,Imports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1252399101,1370157867,1390015229,1390015229,1262096885,1136949332,1045974913,1077395223,1174334015,1255205600,1606720299,2177106003,2610341616,2649452166,2948964207,2901101574,2981986805,3200579395,3391136433,3299865294,3668991339,4025091284,4317049477,4521985132,4429815139,4555597837,4411493858,4187584034,4422796349,4866887842,5479603973,5625758509,5704104452,5080987165,5549963276,5895667005,5976996401,5945456888,6157178637,6681832574,6856457152,7007479808,6991890575,7139876103,5074903350
Mauritius,MUS,Exports of goods and services (constant 2015 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,814348924.8,924156440.9,921087288.7,951437812.4,969511720.6,921087288.7,1013161915,1022507413,1064653774,1191825844,1513237672,1788654990,2005045760,2067263824,2236762302,2334196530,2411513905,2573057021,2648191199,2828724394,3127102381,3237402412,3507024317,3555412267,3707036848,4270646097,3764600908,3700379363,3612906542,4102319230,4298756267,4361735676,4493660085,4419004173,5040683645,5305099544,5494662395,5168836466,5494548427,5596191313,5402021987,5349669317,5495476114,5264208958,3261565702
Mexico,MEX,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,809.6386441,869.1907419,933.0937032,964.9511172,992.2251139,1033.437652,1088.615813,1186.651987,1269.807752,1403.667063,1463.214567,1495.756787,1376.334,1406.275845,1429.451842,1361.720473,1403.209966,1392.417494,1426.671258,1473.38861,1518.489277,1503.678122,1502.215639,1509.939317,1437.646881,1445.933653,1498.001882,1516.610834,1537.522625,1516.635855,1548.316154,1534.72176,1603.937485,1599.161217,1685.099737,1698.585327,1662.60258,1621.264964,1599.516711,1531.756968,1587.072071,1634.697418,1616.613645,1561.873342,1537.261412,..,..,..,..,..
Mexico,MEX,Imports of goods and services (constant 2015 US$),12881962184,12730675570,12951899087,14297475336,16483599064,21733160685,23420084749,23330721994,24773110755,24734779442,26633449356,25490899197,29426208654,35545248298,41880190199,40243604846,37804486534,30902310499,37705310040,48810075615,66959835981,78826026417,48988806633,32435023576,38210807342,42407703692,39192199886,41206941050,56337704918,68313580402,81801954984,95527018356,1.15455E+11,1.14012E+11,1.34243E+11,1.12841E+11,1.32564E+11,1.63204E+11,1.87365E+11,2.08937E+11,2.51344E+11,2.4923E+11,2.5224E+11,2.58573E+11,2.75337E+11,2.90147E+11,3.15348E+11,3.30568E+11,3.41416E+11,2.86964E+11,3.35906E+11,3.54777E+11,3.73994E+11,3.81916E+11,4.04529E+11,4.28484E+11,4.4071E+11,4.68741E+11,4.9888E+11,4.95259E+11,4.23166E+11
Mexico,MEX,Exports of goods and services (constant 2015 US$),6210089217,6759192515,7178773238,7373662584,7882376680,11962946264,13115046183,12407090234,13028414220,14634973716,15260691390,15695092840,17883242150,19834801215,19791341969,20240643742,21713195913,25668751682,31511585040,37404086106,45708527733,50904523781,62387770561,71261079989,75361045620,71998930530,75232100865,82371819699,87118896971,89096049879,92343547409,96577233524,98203370156,1.01874E+11,1.10833E+11,1.3322E+11,1.53799E+11,1.68234E+11,1.80676E+11,1.90487E+11,2.1252E+11,2.11412E+11,2.12249E+11,2.16296E+11,2.37645E+11,2.52651E+11,2.72387E+11,2.77764E+11,2.74938E+11,2.45094E+11,2.99903E+11,3.23035E+11,3.44112E+11,3.48828E+11,3.73185E+11,4.04586E+11,4.1908E+11,4.36522E+11,4.62729E+11,4.69578E+11,4.35305E+11
"Micronesia, Fed. Sts.",FSM,Energy use (kg of oil equivalent per capita),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
